Inventory ,,,,,,,,,,,,,,,,,,
System Name,IP Address,System Status,Product Type,Product SubType,Product ID,Product Model,Serial Number,Serial Number (Logical),Asset Tag,Memory Size (KB),ROM Version,Operating System Name,Operating System Vendor,Server Role,Location,System Owner,System Boot Up Time,Number Of CPU
dg-esxi-005.win.cccis.com,Emulex Corporation HP NC553m Dual Port FlexFabric 10Gb Network Adapter,00:17:A4:77:10:60,,,,1.0 Gbps,FullDuplex,0017A4771060,,,,,Ethernet CSMA/CD,OK,1000Base-SX,,,
dg-esxi-005.win.cccis.com,Emulex Corporation HP NC553m Dual Port FlexFabric 10Gb Network Adapter,00:17:A4:77:10:62,,,,0.0 bps,HalfDuplex or Unknown,0017A4771062,,,,,Ethernet CSMA/CD,Error,Unknown,,,
dg-esxi-005.win.cccis.com,Emulex Corporation HP NC553i Dual Port FlexFabric 10Gb Converged Network Adapter,00:17:A4:77:10:64,,,,5.0 Gbps,FullDuplex,0017A4771064,,,,,Ethernet CSMA/CD,OK,10GBaseT,,,
dg-esxi-005.win.cccis.com,Emulex Corporation HP NC553i Dual Port FlexFabric 10Gb Converged Network Adapter,00:17:A4:77:10:66,,,,5.0 Gbps,FullDuplex,0017A4771066,,,,,Ethernet CSMA/CD,OK,10GBaseT,,,
dg-esxi-005.win.cccis.com,Emulex Corporation HP NC553m Dual Port FlexFabric 10Gb Network Adapter,00:17:A4:77:10:68,,,,5.0 Gbps,FullDuplex,0017A4771068,,,,,Ethernet CSMA/CD,OK,10GBaseT,,,
dg-esxi-005.win.cccis.com,Emulex Corporation HP NC553m Dual Port FlexFabric 10Gb Network Adapter,00:17:A4:77:10:6A,,,,0.0 bps,HalfDuplex or Unknown,0017A477106A,,,,,Ethernet CSMA/CD,Error,Unknown,,,
dg-esxi-005.win.cccis.com,Emulex Corporation HP NC553m Dual Port FlexFabric 10Gb Network Adapter,44:1E:A1:17:FE:9B,,,,0.0 bps,HalfDuplex or Unknown,441EA117FE9B,,,,,Ethernet CSMA/CD,Error,Unknown,,,
dg-esxi-005.win.cccis.com,Emulex Corporation HP NC553m Dual Port FlexFabric 10Gb Network Adapter,44:1E:A1:17:FE:9F,,,,0.0 bps,HalfDuplex or Unknown,441EA117FE9F,,,,,Ethernet CSMA/CD,Error,Unknown,,,
dg-esxi-005.win.cccis.com,Emulex Corporation HP NC553i Dual Port FlexFabric 10Gb Converged Network Adapter,44:1E:A1:50:E9:E3,,,,0.0 bps,HalfDuplex or Unknown,441EA150E9E3,,,,,Ethernet CSMA/CD,Error,Unknown,,,
dg-esxi-005.win.cccis.com,Emulex Corporation HP NC553i Dual Port FlexFabric 10Gb Converged Network Adapter,44:1E:A1:50:E9:E7,,,,0.0 bps,HalfDuplex or Unknown,441EA150E9E7,,,,,Ethernet CSMA/CD,Error,Unknown,,,
dg-esxi-006.win.cccis.com,Emulex Corporation HP NC553i Dual Port FlexFabric 10Gb Converged Network Adapter,00:17:A4:77:10:74,,,,1.0 Gbps,FullDuplex,0017A4771074,,,,,Ethernet CSMA/CD,OK,1000Base-SX,,,
dg-esxi-006.win.cccis.com,Emulex Corporation HP NC553i Dual Port FlexFabric 10Gb Converged Network Adapter,00:17:A4:77:10:76,,,,1.0 Gbps,FullDuplex,0017A4771076,,,,,Ethernet CSMA/CD,OK,1000Base-SX,,,
dg-esxi-006.win.cccis.com,Emulex Corporation HP NC553m Dual Port FlexFabric 10Gb Network Adapter,00:17:A4:77:10:78,,,,1.0 Gbps,FullDuplex,0017A4771078,,,,,Ethernet CSMA/CD,OK,1000Base-SX,,,
dg-esxi-006.win.cccis.com,Emulex Corporation HP NC553m Dual Port FlexFabric 10Gb Network Adapter,00:17:A4:77:10:7A,,,,1.0 Gbps,FullDuplex,0017A477107A,,,,,Ethernet CSMA/CD,OK,1000Base-SX,,,
dg-esxi-006.win.cccis.com,Emulex Corporation HP NC553i Dual Port FlexFabric 10Gb Converged Network Adapter,00:17:A4:77:10:7C,,,,5.0 Gbps,FullDuplex,0017A477107C,,,,,Ethernet CSMA/CD,OK,10GBaseT,,,
dg-esxi-006.win.cccis.com,Emulex Corporation HP NC553i Dual Port FlexFabric 10Gb Converged Network Adapter,00:17:A4:77:10:7E,,,,5.0 Gbps,FullDuplex,0017A477107E,,,,,Ethernet CSMA/CD,OK,10GBaseT,,,
dg-esxi-006.win.cccis.com,Emulex Corporation HP NC553m Dual Port FlexFabric 10Gb Network Adapter,00:17:A4:77:10:80,,,,5.0 Gbps,FullDuplex,0017A4771080,,,,,Ethernet CSMA/CD,OK,10GBaseT,,,
dg-esxi-006.win.cccis.com,Emulex Corporation HP NC553m Dual Port FlexFabric 10Gb Network Adapter,00:17:A4:77:10:82,,,,5.0 Gbps,FullDuplex,0017A4771082,,,,,Ethernet CSMA/CD,OK,10GBaseT,,,
dg-esxi-006.win.cccis.com,Emulex Corporation HP NC553m Dual Port FlexFabric 10Gb Network Adapter,2C:76:8A:82:53:6B,,,,0.0 bps,HalfDuplex or Unknown,2C768A82536B,,,,,Ethernet CSMA/CD,Error,Unknown,,,
dg-esxi-006.win.cccis.com,Emulex Corporation HP NC553m Dual Port FlexFabric 10Gb Network Adapter,2C:76:8A:82:53:6F,,,,0.0 bps,HalfDuplex or Unknown,2C768A82536F,,,,,Ethernet CSMA/CD,Error,Unknown,,,
dg-esxi-006.win.cccis.com,Emulex Corporation HP NC553i Dual Port FlexFabric 10Gb Converged Network Adapter,44:1E:A1:50:34:6B,,,,0.0 bps,HalfDuplex or Unknown,441EA150346B,,,,,Ethernet CSMA/CD,Error,Unknown,,,
dg-esxi-006.win.cccis.com,Emulex Corporation HP NC553i Dual Port FlexFabric 10Gb Converged Network Adapter,44:1E:A1:50:34:6F,,,,0.0 bps,HalfDuplex or Unknown,441EA150346F,,,,,Ethernet CSMA/CD,Error,Unknown,,,
dg-esxi-007.win.cccis.com,ServerEngines Corp. NC553i 10Gb 2-port FlexFabric Converged Network Adapter,00:17:A4:77:10:9C,,,,1.0 Gbps,FullDuplex,0017A477109C,255.255.255.0,,,,Ethernet CSMA/CD,OK,1000BaseT,,,
dg-esxi-007.win.cccis.com,ServerEngines Corp. NC553i 10Gb 2-port FlexFabric Converged Network Adapter,00:17:A4:77:10:9E,,,,1.0 Gbps,FullDuplex,0017A477109E,,,,,Ethernet CSMA/CD,OK,1000BaseT,,,
dg-esxi-007.win.cccis.com,ServerEngines Corp. NC553m 10Gb 2-port FlexFabric Converged Network Adapter,00:17:A4:77:10:A0,,,,1.0 Gbps,FullDuplex,0017A47710A0,,,,,Ethernet CSMA/CD,OK,1000BaseT,,,
dg-esxi-007.win.cccis.com,ServerEngines Corp. NC553m 10Gb 2-port FlexFabric Converged Network Adapter,00:17:A4:77:10:A2,,,,0.0 bps,HalfDuplex or Unknown,0017A47710A2,,,,,Ethernet CSMA/CD,Error,Unknown,,,
dg-esxi-007.win.cccis.com,ServerEngines Corp. NC553i 10Gb 2-port FlexFabric Converged Network Adapter,00:17:A4:77:10:A4,,,,705.0327 Mbps,FullDuplex,0017A47710A4,,,,,Ethernet CSMA/CD,OK,Unknown,,,
dg-esxi-007.win.cccis.com,ServerEngines Corp. NC553i 10Gb 2-port FlexFabric Converged Network Adapter,00:17:A4:77:10:A6,,,,705.0327 Mbps,FullDuplex,0017A47710A6,,,,,Ethernet CSMA/CD,OK,Unknown,,,
dg-esxi-007.win.cccis.com,ServerEngines Corp. NC553m 10Gb 2-port FlexFabric Converged Network Adapter,00:17:A4:77:10:A8,,,,705.0327 Mbps,FullDuplex,0017A47710A8,,,,,Ethernet CSMA/CD,OK,Unknown,,,
dg-esxi-007.win.cccis.com,ServerEngines Corp. NC553m 10Gb 2-port FlexFabric Converged Network Adapter,00:17:A4:77:10:AA,,,,0.0 bps,HalfDuplex or Unknown,0017A47710AA,,,,,Ethernet CSMA/CD,Error,Unknown,,,
dg-esxi-007.win.cccis.com,ServerEngines Corp. NC553m 10Gb 2-port FlexFabric Converged Network Adapter,2C:76:8A:82:23:6B,,,,0.0 bps,HalfDuplex or Unknown,2C768A82236B,,,,,Ethernet CSMA/CD,Error,Unknown,,,
dg-esxi-007.win.cccis.com,ServerEngines Corp. NC553m 10Gb 2-port FlexFabric Converged Network Adapter,2C:76:8A:82:23:6F,,,,0.0 bps,HalfDuplex or Unknown,2C768A82236F,,,,,Ethernet CSMA/CD,Error,Unknown,,,
dg-esxi-007.win.cccis.com,ServerEngines Corp. NC553i 10Gb 2-port FlexFabric Converged Network Adapter,44:1E:A1:50:49:03,,,,0.0 bps,HalfDuplex or Unknown,441EA1504903,,,,,Ethernet CSMA/CD,Error,Unknown,,,
dg-esxi-007.win.cccis.com,ServerEngines Corp. NC553i 10Gb 2-port FlexFabric Converged Network Adapter,44:1E:A1:50:49:07,,,,0.0 bps,HalfDuplex or Unknown,441EA1504907,,,,,Ethernet CSMA/CD,Error,Unknown,,,
dg-esxi-008.win.cccis.com,Emulex Corporation HP NC553i Dual Port FlexFabric 10Gb Converged Network Adapter,00:17:A4:77:10:B0,,,,1.0 Gbps,FullDuplex,0017A47710B0,,,,,Ethernet CSMA/CD,OK,1000Base-SX,,,
dg-esxi-008.win.cccis.com,Emulex Corporation HP NC553i Dual Port FlexFabric 10Gb Converged Network Adapter,00:17:A4:77:10:B2,,,,1.0 Gbps,FullDuplex,0017A47710B2,,,,,Ethernet CSMA/CD,OK,1000Base-SX,,,
dg-esxi-008.win.cccis.com,Emulex Corporation HP NC553m Dual Port FlexFabric 10Gb Network Adapter,00:17:A4:77:10:B4,,,,1.0 Gbps,FullDuplex,0017A47710B4,,,,,Ethernet CSMA/CD,OK,1000Base-SX,,,
dg-esxi-008.win.cccis.com,Emulex Corporation HP NC553m Dual Port FlexFabric 10Gb Network Adapter,00:17:A4:77:10:B6,,,,0.0 bps,HalfDuplex or Unknown,0017A47710B6,,,,,Ethernet CSMA/CD,Error,Unknown,,,
dg-esxi-008.win.cccis.com,Emulex Corporation HP NC553i Dual Port FlexFabric 10Gb Converged Network Adapter,00:17:A4:77:10:B8,,,,5.0 Gbps,FullDuplex,0017A47710B8,,,,,Ethernet CSMA/CD,OK,10GBaseT,,,
dg-esxi-008.win.cccis.com,Emulex Corporation HP NC553i Dual Port FlexFabric 10Gb Converged Network Adapter,00:17:A4:77:10:BA,,,,5.0 Gbps,FullDuplex,0017A47710BA,,,,,Ethernet CSMA/CD,OK,10GBaseT,,,
dg-esxi-008.win.cccis.com,Emulex Corporation HP NC553m Dual Port FlexFabric 10Gb Network Adapter,00:17:A4:77:10:BC,,,,5.0 Gbps,FullDuplex,0017A47710BC,,,,,Ethernet CSMA/CD,OK,10GBaseT,,,
dg-esxi-008.win.cccis.com,Emulex Corporation HP NC553m Dual Port FlexFabric 10Gb Network Adapter,00:17:A4:77:10:BE,,,,0.0 bps,HalfDuplex or Unknown,0017A47710BE,,,,,Ethernet CSMA/CD,Error,Unknown,,,
dg-esxi-008.win.cccis.com,Emulex Corporation HP NC553m Dual Port FlexFabric 10Gb Network Adapter,44:1E:A1:17:FC:6B,,,,0.0 bps,HalfDuplex or Unknown,441EA117FC6B,,,,,Ethernet CSMA/CD,Error,Unknown,,,
dg-esxi-008.win.cccis.com,Emulex Corporation HP NC553m Dual Port FlexFabric 10Gb Network Adapter,44:1E:A1:17:FC:6F,,,,0.0 bps,HalfDuplex or Unknown,441EA117FC6F,,,,,Ethernet CSMA/CD,Error,Unknown,,,
dg-esxi-008.win.cccis.com,Emulex Corporation HP NC553i Dual Port FlexFabric 10Gb Converged Network Adapter,44:1E:A1:50:62:A3,,,,0.0 bps,HalfDuplex or Unknown,441EA15062A3,,,,,Ethernet CSMA/CD,Error,Unknown,,,
dg-esxi-008.win.cccis.com,Emulex Corporation HP NC553i Dual Port FlexFabric 10Gb Converged Network Adapter,44:1E:A1:50:62:A7,,,,0.0 bps,HalfDuplex or Unknown,441EA15062A7,,,,,Ethernet CSMA/CD,Error,Unknown,,,
dg-esxi-010.win.cccis.com,ServerEngines Corp. NC553i 10Gb 2-port FlexFabric Converged Network Adapter,00:17:A4:77:10:CC,,,,1.0 Gbps,FullDuplex,0017A47710CC,,,,,,,1000BaseT,,,
dg-esxi-010.win.cccis.com,ServerEngines Corp. NC553i 10Gb 2-port FlexFabric Converged Network Adapter,00:17:A4:77:10:CE,,,,1.0 Gbps,FullDuplex,0017A47710CE,,,,,,,1000BaseT,,,
dg-esxi-010.win.cccis.com,ServerEngines Corp. NC553m 10Gb 2-port FlexFabric Converged Network Adapter,00:17:A4:77:10:D0,,,,1.0 Gbps,FullDuplex,0017A47710D0,,,,,,,1000BaseT,,,
dg-esxi-010.win.cccis.com,ServerEngines Corp. NC553m 10Gb 2-port FlexFabric Converged Network Adapter,00:17:A4:77:10:D2,,,,1.0 Gbps,FullDuplex,0017A47710D2,,,,,,,1000BaseT,,,
dg-esxi-010.win.cccis.com,ServerEngines Corp. NC553i 10Gb 2-port FlexFabric Converged Network Adapter,00:17:A4:77:10:D4,,,,705.0327 Mbps,FullDuplex,0017A47710D4,,,,,,,Unknown,,,
dg-esxi-010.win.cccis.com,ServerEngines Corp. NC553i 10Gb 2-port FlexFabric Converged Network Adapter,00:17:A4:77:10:D6,,,,705.0327 Mbps,FullDuplex,0017A47710D6,,,,,,,Unknown,,,
dg-esxi-010.win.cccis.com,ServerEngines Corp. NC553m 10Gb 2-port FlexFabric Converged Network Adapter,00:17:A4:77:10:D8,,,,705.0327 Mbps,FullDuplex,0017A47710D8,,,,,,,Unknown,,,
dg-esxi-010.win.cccis.com,ServerEngines Corp. NC553m 10Gb 2-port FlexFabric Converged Network Adapter,00:17:A4:77:10:DA,,,,705.0327 Mbps,FullDuplex,0017A47710DA,,,,,,,Unknown,,,
dg-esxi-010.win.cccis.com,ServerEngines Corp. NC553m 10Gb 2-port FlexFabric Converged Network Adapter,2C:76:8A:82:22:AB,,,,0.0 bps,HalfDuplex or Unknown,2C768A8222AB,,,,,,,Unknown,,,
dg-esxi-010.win.cccis.com,ServerEngines Corp. NC553m 10Gb 2-port FlexFabric Converged Network Adapter,2C:76:8A:82:22:AF,,,,0.0 bps,HalfDuplex or Unknown,2C768A8222AF,,,,,,,Unknown,,,
dg-esxi-010.win.cccis.com,ServerEngines Corp. NC553i 10Gb 2-port FlexFabric Converged Network Adapter,44:1E:A1:50:69:E3,,,,0.0 bps,HalfDuplex or Unknown,441EA15069E3,,,,,,,Unknown,,,
dg-esxi-010.win.cccis.com,ServerEngines Corp. NC553i 10Gb 2-port FlexFabric Converged Network Adapter,44:1E:A1:50:69:E7,,,,0.0 bps,HalfDuplex or Unknown,441EA15069E7,,,,,,,Unknown,,,
dg-esxi-012.win.cccis.com,ServerEngines Corp. NC553i 10Gb 2-port FlexFabric Converged Network Adapter,00:17:A4:77:10:F4,,,,1.0 Gbps,FullDuplex,0017A47710F4,,,,,,,1000BaseT,,,
dg-esxi-012.win.cccis.com,ServerEngines Corp. NC553i 10Gb 2-port FlexFabric Converged Network Adapter,00:17:A4:77:10:F6,,,,1.0 Gbps,FullDuplex,0017A47710F6,,,,,,,1000BaseT,,,
dg-esxi-012.win.cccis.com,ServerEngines Corp. NC553m 10Gb 2-port FlexFabric Converged Network Adapter,00:17:A4:77:10:F8,,,,1.0 Gbps,FullDuplex,0017A47710F8,,,,,,,1000BaseT,,,
dg-esxi-012.win.cccis.com,ServerEngines Corp. NC553m 10Gb 2-port FlexFabric Converged Network Adapter,00:17:A4:77:10:FA,,,,1.0 Gbps,FullDuplex,0017A47710FA,,,,,,,1000BaseT,,,
dg-esxi-012.win.cccis.com,ServerEngines Corp. NC553i 10Gb 2-port FlexFabric Converged Network Adapter,00:17:A4:77:10:FC,,,,705.0327 Mbps,FullDuplex,0017A47710FC,,,,,,,Unknown,,,
dg-esxi-012.win.cccis.com,ServerEngines Corp. NC553i 10Gb 2-port FlexFabric Converged Network Adapter,00:17:A4:77:10:FE,,,,705.0327 Mbps,FullDuplex,0017A47710FE,,,,,,,Unknown,,,
dg-esxi-012.win.cccis.com,ServerEngines Corp. NC553m 10Gb 2-port FlexFabric Converged Network Adapter,00:17:A4:77:11:00,,,,705.0327 Mbps,FullDuplex,0017A4771100,,,,,,,Unknown,,,
dg-esxi-012.win.cccis.com,ServerEngines Corp. NC553m 10Gb 2-port FlexFabric Converged Network Adapter,00:17:A4:77:11:02,,,,705.0327 Mbps,FullDuplex,0017A4771102,,,,,,,Unknown,,,
dg-esxi-012.win.cccis.com,ServerEngines Corp. NC553m 10Gb 2-port FlexFabric Converged Network Adapter,2C:76:8A:82:32:13,,,,0.0 bps,HalfDuplex or Unknown,2C768A823213,,,,,,,Unknown,,,
dg-esxi-012.win.cccis.com,ServerEngines Corp. NC553m 10Gb 2-port FlexFabric Converged Network Adapter,2C:76:8A:82:32:17,,,,0.0 bps,HalfDuplex or Unknown,2C768A823217,,,,,,,Unknown,,,
dg-esxi-012.win.cccis.com,ServerEngines Corp. NC553i 10Gb 2-port FlexFabric Converged Network Adapter,44:1E:A1:50:19:C3,,,,0.0 bps,HalfDuplex or Unknown,441EA15019C3,,,,,,,Unknown,,,
dg-esxi-012.win.cccis.com,ServerEngines Corp. NC553i 10Gb 2-port FlexFabric Converged Network Adapter,44:1E:A1:50:19:C7,,,,0.0 bps,HalfDuplex or Unknown,441EA15019C7,,,,,,,Unknown,,,
dg-esxi-013.win.cccis.com,ServerEngines Corp. NC553i 10Gb 2-port FlexFabric Converged Network Adapter,00:17:A4:77:11:08,,,,1.0 Gbps,FullDuplex,0017A4771108,,,,,,,1000BaseT,,,
dg-esxi-013.win.cccis.com,ServerEngines Corp. NC553i 10Gb 2-port FlexFabric Converged Network Adapter,00:17:A4:77:11:0A,,,,1.0 Gbps,FullDuplex,0017A477110A,,,,,,,1000BaseT,,,
dg-esxi-013.win.cccis.com,ServerEngines Corp. NC553m 10Gb 2-port FlexFabric Converged Network Adapter,00:17:A4:77:11:0C,,,,1.0 Gbps,FullDuplex,0017A477110C,,,,,,,1000BaseT,,,
dg-esxi-013.win.cccis.com,ServerEngines Corp. NC553m 10Gb 2-port FlexFabric Converged Network Adapter,00:17:A4:77:11:0E,,,,1.0 Gbps,FullDuplex,0017A477110E,,,,,,,1000BaseT,,,
dg-esxi-013.win.cccis.com,ServerEngines Corp. NC553i 10Gb 2-port FlexFabric Converged Network Adapter,00:17:A4:77:11:10,,,,705.0327 Mbps,FullDuplex,0017A4771110,,,,,,,Unknown,,,
dg-esxi-013.win.cccis.com,ServerEngines Corp. NC553i 10Gb 2-port FlexFabric Converged Network Adapter,00:17:A4:77:11:12,,,,705.0327 Mbps,FullDuplex,0017A4771112,,,,,,,Unknown,,,
dg-esxi-013.win.cccis.com,ServerEngines Corp. NC553m 10Gb 2-port FlexFabric Converged Network Adapter,00:17:A4:77:11:14,,,,705.0327 Mbps,FullDuplex,0017A4771114,,,,,,,Unknown,,,
dg-esxi-013.win.cccis.com,ServerEngines Corp. NC553m 10Gb 2-port FlexFabric Converged Network Adapter,00:17:A4:77:11:16,,,,705.0327 Mbps,FullDuplex,0017A4771116,,,,,,,Unknown,,,
dg-esxi-013.win.cccis.com,ServerEngines Corp. NC553m 10Gb 2-port FlexFabric Converged Network Adapter,44:1E:A1:17:FD:AB,,,,0.0 bps,HalfDuplex or Unknown,441EA117FDAB,,,,,,,Unknown,,,
dg-esxi-013.win.cccis.com,ServerEngines Corp. NC553m 10Gb 2-port FlexFabric Converged Network Adapter,44:1E:A1:17:FD:AF,,,,0.0 bps,HalfDuplex or Unknown,441EA117FDAF,,,,,,,Unknown,,,
dg-esxi-013.win.cccis.com,ServerEngines Corp. NC553i 10Gb 2-port FlexFabric Converged Network Adapter,44:1E:A1:50:A9:B3,,,,0.0 bps,HalfDuplex or Unknown,441EA150A9B3,,,,,,,Unknown,,,
dg-esxi-013.win.cccis.com,ServerEngines Corp. NC553i 10Gb 2-port FlexFabric Converged Network Adapter,44:1E:A1:50:A9:B7,,,,0.0 bps,HalfDuplex or Unknown,441EA150A9B7,,,,,,,Unknown,,,
dg-esxi-014.win.cccis.com,ServerEngines Corp. NC553i 10Gb 2-port FlexFabric Converged Network Adapter,00:17:A4:77:11:1C,,,,1.0 Gbps,FullDuplex,0017A477111C,,,,,,,1000BaseT,,,
dg-esxi-014.win.cccis.com,ServerEngines Corp. NC553i 10Gb 2-port FlexFabric Converged Network Adapter,00:17:A4:77:11:1E,,,,1.0 Gbps,FullDuplex,0017A477111E,,,,,,,1000BaseT,,,
dg-esxi-014.win.cccis.com,ServerEngines Corp. NC553m 10Gb 2-port FlexFabric Converged Network Adapter,00:17:A4:77:11:20,,,,1.0 Gbps,FullDuplex,0017A4771120,,,,,,,1000BaseT,,,
dg-esxi-014.win.cccis.com,ServerEngines Corp. NC553m 10Gb 2-port FlexFabric Converged Network Adapter,00:17:A4:77:11:22,,,,1.0 Gbps,FullDuplex,0017A4771122,,,,,,,1000BaseT,,,
dg-esxi-014.win.cccis.com,ServerEngines Corp. NC553i 10Gb 2-port FlexFabric Converged Network Adapter,00:17:A4:77:11:24,,,,705.0327 Mbps,FullDuplex,0017A4771124,,,,,,,Unknown,,,
dg-esxi-014.win.cccis.com,ServerEngines Corp. NC553i 10Gb 2-port FlexFabric Converged Network Adapter,00:17:A4:77:11:26,,,,705.0327 Mbps,FullDuplex,0017A4771126,,,,,,,Unknown,,,
dg-esxi-014.win.cccis.com,ServerEngines Corp. NC553m 10Gb 2-port FlexFabric Converged Network Adapter,00:17:A4:77:11:28,,,,705.0327 Mbps,FullDuplex,0017A4771128,,,,,,,Unknown,,,
dg-esxi-014.win.cccis.com,ServerEngines Corp. NC553m 10Gb 2-port FlexFabric Converged Network Adapter,00:17:A4:77:11:2A,,,,705.0327 Mbps,FullDuplex,0017A477112A,,,,,,,Unknown,,,
dg-esxi-014.win.cccis.com,ServerEngines Corp. NC553m 10Gb 2-port FlexFabric Converged Network Adapter,2C:76:8A:82:40:BB,,,,0.0 bps,HalfDuplex or Unknown,2C768A8240BB,,,,,,,Unknown,,,
dg-esxi-014.win.cccis.com,ServerEngines Corp. NC553m 10Gb 2-port FlexFabric Converged Network Adapter,2C:76:8A:82:40:BF,,,,0.0 bps,HalfDuplex or Unknown,2C768A8240BF,,,,,,,Unknown,,,
dg-esxi-014.win.cccis.com,ServerEngines Corp. NC553i 10Gb 2-port FlexFabric Converged Network Adapter,44:1E:A1:50:69:3B,,,,0.0 bps,HalfDuplex or Unknown,441EA150693B,,,,,,,Unknown,,,
dg-esxi-014.win.cccis.com,ServerEngines Corp. NC553i 10Gb 2-port FlexFabric Converged Network Adapter,44:1E:A1:50:69:3F,,,,0.0 bps,HalfDuplex or Unknown,441EA150693F,,,,,,,Unknown,,,
dg-esxi-015.win.cccis.com,ServerEngines Corp. NC553i 10Gb 2-port FlexFabric Converged Network Adapter,00:17:A4:77:11:30,,,,1.0 Gbps,FullDuplex,0017A4771130,255.255.255.0,,,,Ethernet CSMA/CD,OK,1000BaseT,,,
dg-esxi-015.win.cccis.com,ServerEngines Corp. NC553i 10Gb 2-port FlexFabric Converged Network Adapter,00:17:A4:77:11:32,,,,1.0 Gbps,FullDuplex,0017A4771132,,,,,Ethernet CSMA/CD,OK,1000BaseT,,,
dg-esxi-015.win.cccis.com,ServerEngines Corp. NC553m 10Gb 2-port FlexFabric Converged Network Adapter,00:17:A4:77:11:34,,,,1.0 Gbps,FullDuplex,0017A4771134,,,,,Ethernet CSMA/CD,OK,1000BaseT,,,
dg-esxi-015.win.cccis.com,ServerEngines Corp. NC553m 10Gb 2-port FlexFabric Converged Network Adapter,00:17:A4:77:11:36,,,,1.0 Gbps,FullDuplex,0017A4771136,,,,,Ethernet CSMA/CD,OK,1000BaseT,,,
dg-esxi-015.win.cccis.com,ServerEngines Corp. NC553i 10Gb 2-port FlexFabric Converged Network Adapter,00:17:A4:77:11:38,,,,705.0327 Mbps,FullDuplex,0017A4771138,,,,,Ethernet CSMA/CD,OK,Unknown,,,
dg-esxi-015.win.cccis.com,ServerEngines Corp. NC553i 10Gb 2-port FlexFabric Converged Network Adapter,00:17:A4:77:11:3A,,,,705.0327 Mbps,FullDuplex,0017A477113A,,,,,Ethernet CSMA/CD,OK,Unknown,,,
dg-esxi-015.win.cccis.com,ServerEngines Corp. NC553m 10Gb 2-port FlexFabric Converged Network Adapter,00:17:A4:77:11:3C,,,,705.0327 Mbps,FullDuplex,0017A477113C,,,,,Ethernet CSMA/CD,OK,Unknown,,,
dg-esxi-015.win.cccis.com,ServerEngines Corp. NC553m 10Gb 2-port FlexFabric Converged Network Adapter,00:17:A4:77:11:3E,,,,705.0327 Mbps,FullDuplex,0017A477113E,,,,,Ethernet CSMA/CD,OK,Unknown,,,
dg-esxi-015.win.cccis.com,ServerEngines Corp. NC553m 10Gb 2-port FlexFabric Converged Network Adapter,44:1E:A1:17:EF:53,,,,0.0 bps,HalfDuplex or Unknown,441EA117EF53,,,,,Ethernet CSMA/CD,Error,Unknown,,,
dg-esxi-015.win.cccis.com,ServerEngines Corp. NC553m 10Gb 2-port FlexFabric Converged Network Adapter,44:1E:A1:17:EF:57,,,,0.0 bps,HalfDuplex or Unknown,441EA117EF57,,,,,Ethernet CSMA/CD,Error,Unknown,,,
dg-esxi-015.win.cccis.com,ServerEngines Corp. NC553i 10Gb 2-port FlexFabric Converged Network Adapter,44:1E:A1:50:34:EB,,,,0.0 bps,HalfDuplex or Unknown,441EA15034EB,,,,,Ethernet CSMA/CD,Error,Unknown,,,
dg-esxi-015.win.cccis.com,ServerEngines Corp. NC553i 10Gb 2-port FlexFabric Converged Network Adapter,44:1E:A1:50:34:EF,,,,0.0 bps,HalfDuplex or Unknown,441EA15034EF,,,,,Ethernet CSMA/CD,Error,Unknown,,,
dg-esxi-016.win.cccis.com,ServerEngines Corp. NC553i 10Gb 2-port FlexFabric Converged Network Adapter,00:17:A4:77:11:44,,,,1.0 Gbps,FullDuplex,0017A4771144,,,,,,,1000BaseT,,,
dg-esxi-016.win.cccis.com,ServerEngines Corp. NC553i 10Gb 2-port FlexFabric Converged Network Adapter,00:17:A4:77:11:46,,,,1.0 Gbps,FullDuplex,0017A4771146,,,,,,,1000BaseT,,,
dg-esxi-016.win.cccis.com,ServerEngines Corp. NC553m 10Gb 2-port FlexFabric Converged Network Adapter,00:17:A4:77:11:48,,,,1.0 Gbps,FullDuplex,0017A4771148,,,,,,,1000BaseT,,,
dg-esxi-016.win.cccis.com,ServerEngines Corp. NC553m 10Gb 2-port FlexFabric Converged Network Adapter,00:17:A4:77:11:4A,,,,1.0 Gbps,FullDuplex,0017A477114A,,,,,,,1000BaseT,,,
dg-esxi-016.win.cccis.com,ServerEngines Corp. NC553i 10Gb 2-port FlexFabric Converged Network Adapter,00:17:A4:77:11:4C,,,,705.0327 Mbps,FullDuplex,0017A477114C,,,,,,,Unknown,,,
dg-esxi-016.win.cccis.com,ServerEngines Corp. NC553i 10Gb 2-port FlexFabric Converged Network Adapter,00:17:A4:77:11:4E,,,,705.0327 Mbps,FullDuplex,0017A477114E,,,,,,,Unknown,,,
dg-esxi-016.win.cccis.com,ServerEngines Corp. NC553m 10Gb 2-port FlexFabric Converged Network Adapter,00:17:A4:77:11:50,,,,705.0327 Mbps,FullDuplex,0017A4771150,,,,,,,Unknown,,,
dg-esxi-016.win.cccis.com,ServerEngines Corp. NC553m 10Gb 2-port FlexFabric Converged Network Adapter,00:17:A4:77:11:52,,,,705.0327 Mbps,FullDuplex,0017A4771152,,,,,,,Unknown,,,
dg-esxi-016.win.cccis.com,ServerEngines Corp. NC553m 10Gb 2-port FlexFabric Converged Network Adapter,2C:76:8A:82:32:0B,,,,0.0 bps,HalfDuplex or Unknown,2C768A82320B,,,,,,,Unknown,,,
